0.028900042	0.00014085394	-0.01207838
-0.7847605	0.811436	-0.76707995
-0.58803445	0.5322438	-0.55214465
-0.0009892583	-0.027758885	0.04325862
0.29922476	-0.2576222	0.22290705
1.8668658	-1.8630654	1.4993869
0.36795765	-0.32216775	0.2470465
0.2547493	-0.2828492	0.13427903
-1.012116	0.9817397	-0.7799547
0.9895084	-0.92826796	0.7002179
-0.3924087	0.4635313	-0.24239105
0.64303315	-0.70251673	0.39138582
1.9871215	-1.9996556	1.7743752
0.8722456	-0.87303627	0.839471
-1.5181532	1.5768167	-1.178137
-0.06725504	0.05578711	0.08958534
-1.3907804	1.4246874	-1.0893195
1.2552215	-1.2976879	0.92118806
-0.35933593	0.32175228	-0.28580728
0.42081186	-0.46354198	0.2731391
-0.8293251	0.85870916	-0.5046071
-0.7530231	0.78966117	-0.6059439
0.3397575	-0.40662053	0.22720386
-0.4134042	0.4866386	-0.33541903
-2.3136904	2.3247566	-1.9700432
3.020754	-2.9869223	2.7856286
-0.6156734	0.7062285	-0.5667737
1.0296991	-1.1063904	0.64959675
-1.308133	1.2667485	-0.9821506
0.7032173	-0.7096352	0.53409123
-1.3672888	1.359186	-1.0479186
0.4602675	-0.45215067	0.37513995
0.5009568	-0.53303427	0.49246353
-1.1122315	1.1567532	-0.8409486
-0.23506957	0.23262872	-0.3063546
-0.20225309	0.16055425	-0.29502138
-1.0354177	1.1211612	-0.7021748
0.61804	-0.6638572	0.5353616
-1.6142019	1.5631964	-1.2188288
0.45214927	-0.42060935	0.28490478
-1.1470321	1.2098907	-0.78646
0.43055522	-0.51663196	0.2963014
-1.8654886	1.8541673	-1.4572452
-3.2930057	3.30077	-2.7290838
-0.46950418	0.521658	-0.3284346
2.148017	-2.196214	2.0267646
-0.2575358	0.25123322	-0.051753502
1.1276318	-1.177773	0.836678
-1.5232205	1.604748	-1.1719316
-0.37455404	0.40392983	-0.20068069
-1.9973148	1.9834031	-1.5999647
0.87817657	-0.84560543	0.99049777
2.5050447	-2.51568	2.2940269
2.1382785	-2.1861687	1.9402937
1.8768258	-1.8287832	1.5840566
3.319851	-3.3028767	2.7660646
-0.7469144	0.7710666	-0.5889401
-4.5782948	4.611701	-3.9444356
0.77540773	-0.7771491	0.6350321
0.929482	-0.97331005	0.75211126
-4.125666	4.1525426	-3.5139256
2.5332425	-2.5932336	2.2666776
-2.1842592	2.2324905	-1.73704
0.23017977	-0.24581674	0.25891384
-3.8661838	3.873883	-3.354433
1.4914951	-1.5764552	1.1445798
-0.22068074	0.26550502	-0.12835854
2.862851	-2.8348925	2.521794
0.99136806	-0.96408254	0.811021
-1.6197847	1.6524459	-1.3047717
0.77427393	-0.7575881	0.67575383
-1.6145569	1.6458024	-1.2634374
1.1337973	-1.1272243	1.0772421
4.706315	-4.6921206	4.109492
-0.98715913	1.0591525	-0.75521725
1.2092564	-1.1630342	1.0574669
-1.3258438	1.3434142	-1.1319419
-2.49039	2.4818308	-2.0589316
-5.8748784	5.9361095	-5.086897
0.14673385	-0.12633814	0.28973857
3.295558	-3.3475173	2.929828
-2.1248257	2.157004	-1.7378905
3.7426705	-3.8429997	3.1989021
-0.40808132	0.47501698	-0.37471285
0.34630826	-0.33994865	0.3959445
1.6392827	-1.6824813	1.4016997
1.3988305	-1.4156054	1.1769724
6.0087566	-5.983015	5.2602806
-1.3183167	1.409994	-1.132381
